Asset,Phase,Mean_AR_pct,Std_AR_pct,Median_AR_pct,Min_AR_pct,Max_AR_pct,Count,T_stat_vs_0,P_value_vs_0
BTC,pre_event,0.00792910317021938,3.89196133885671,0.09439266798225389,-15.23557112634982,14.68788930604576,630,0.051095290652897536,0.9592658100360835
BTC,event_day,0.4666745332037615,4.078223088142338,0.41536116670232115,-15.426064725750269,12.001448695131185,63,0.9010294114932815,0.37105948282462076
BTC,post_event,-0.19810644346757866,4.384571912415831,-0.04438683912315329,-25.21937127315886,20.463390682306095,630,-1.1331743268468417,0.2575727897350725
GOLD,pre_event,0.02346424189774335,0.9682570533698623,0.027414538450742806,-6.0783363802649,3.264631602902543,630,0.6077726889744941,0.5435576099761616
GOLD,event_day,-0.021044533437022003,0.8969286359334204,0.10498428345650203,-2.8838673910534336,2.1926184998169544,63,-0.18474694122745844,0.8540305223772757
GOLD,post_event,0.013129473221510386,0.9336257962963479,0.06053773023308043,-5.192220604720506,3.4970333561117277,630,0.35269538875809336,0.7244349685604807
OIL,pre_event,-0.04097424304333046,2.540554800565299,0.06826573609450375,-13.277671443207398,18.973969207956742,630,-0.4044899119322982,0.6859899997560301
OIL,event_day,0.12454859223441106,3.40656415846162,0.3520619355455462,-8.926905290606953,13.750744377104418,63,0.28788437567361547,0.7743953969016834
OIL,post_event,0.0976104524169642,2.118914243798398,0.15251433848627982,-7.576845384261616,7.672773621212035,630,1.1553358987823672,0.24839158700456346
